Number of captions, Number of images
1,704
2,9110
3,169
4,4
5,2
6,2
7,2
8,4
10,1
11,2

Number of captions, Image name,captions
2,009667.jpg,A back hoe loader is levelling.
2,009667.jpg,A Backhoe Loader is transfering sand.
2,009668.jpg,A Tower Crane is lifting materials.
2,009668.jpg,A mobile crane is erected.
2,009669.jpg,A bull dozer is riding.
2,009669.jpg,A Dozer is idling.
2,009670.jpg,A mobile crane is parked.
2,009670.jpg,A Mobile Crane truck is parking.
2,009671.jpg,A wheel loader is riding.
2,009671.jpg,A Wheel Loader is transfering sand.
2,009672.jpg,An Excavator is lifting sand.
2,009672.jpg,A backhoe loader is digging.
2,009673.jpg,An Excavator is idling.
2,009673.jpg,An excavator is digging.
2,009674.jpg,A Dozer is lossening sand.
2,009674.jpg,A bull dozer is levelling.
2,009675.jpg,A compactor is compacting a road.
2,009675.jpg,A compactor is compacting.
2,009676.jpg,An excavator is loading soil on a dump truck.
2,009676.jpg, An excavator is dumping sand into a truck.
2,009677.jpg,A dump truck is riding.
2,009677.jpg,A Dump Truck is riding.
2,009678.jpg,A compactor is compacting a road.
2,009678.jpg,A compactor is compacting.
2,009679.jpg,An Excavator is digging sand.
2,009679.jpg,An excavator is digging.
2,009680.jpg,A Grader is grading a road.
2,009680.jpg,A grader is levelling.
2,009681.jpg,A wheel loader is pushing gravel.
2,009681.jpg,A Wheel Loader hauling sand.
2,009682.jpg,A mobile crane is riding.
2,009682.jpg,A Mobile Crane truck is riding.
2,009683.jpg,A Wheel Loader is transfering sand.
2,009683.jpg,A wheel loader is hauling soil.
2,009684.jpg,A Wheel Loader is dumping sand into a truck.
2,009684.jpg,A wheel loader is loading stones on to a dump truck.
2,009685.jpg,A Mobile Crane truck is idling.
2,009685.jpg,A mobile truck is parked.
2,009686.jpg,A Mobile Crane is lifting constructional material.
2,009686.jpg,A mobile crane is erected.
2,009687.jpg,A Mobile Crane is lifting materials.
2,009687.jpg,A mobile crane is erected.
2,009688.jpg,A Wheel Loader is transfering sand.
2,009688.jpg,A wheel  loader is hauling gravel.
2,009689.jpg,A Mobile Crane is lifting material.
2,009689.jpg,A mobile crane is erected.
2,009690.jpg,Backhoe Loader is riding.
2,009690.jpg,A backhoe loader is digging.
2,009691.jpg,A Dozer is pushing sand to pave way.
2,009691.jpg,A bull dozer is pushing soil.
2,009692.jpg,A backhoe loader is riding.
2,009692.jpg,A Backhoe Loader is riding.
2,009693.jpg,A backhoe loader is hauling soil.
2,009693.jpg,A backhoe loader is digging.
2,009694.jpg,An excavator is excavating soil.
2,009694.jpg,An excavator is digging.
2,009695.jpg,A wheel loader is loading rocks on a truck.
2,009695.jpg,A wheel loader is loading soil in a dump truck.
2,009697.jpg,A concrete mixer truck is parked.
2,009697.jpg,A concrete mixer truck is dumping concrete.
2,009698.jpg,A compactor is compacting a road.
2,009698.jpg,A compactor is riding.
2,009699.jpg,A compactor is compacting a road.
2,009699.jpg,A compactor is riding.
2,009700.jpg,A wheel loader is transferring soil.
2,009700.jpg,A dump truck is parked.
2,009701.jpg,An excavator is excavating soil.
2,009701.jpg,An excavator is digging.
2,009702.jpg,A compactor is compacting a road.
2,009702.jpg,A compactor is compacting.
2,009703.jpg,A tower crane is transferring material.
2,009703.jpg,A mobile crane is erected.
2,009704.jpg,A compactor is compacting a road.
2,009704.jpg,A compactor is compacting.
2,009705.jpg,A compactor is compacting a road.
2,009705.jpg,A compactor is compacting.
2,009706.jpg,A backhoe loader is dumping soil.
2,009706.jpg,A backhoe loader is digging.
2,009707.jpg,A mobile crane is parked.
2,009707.jpg,A mobile crane is idling.
2,009708.jpg,A grader is flattening a road.
2,009708.jpg,A grader is levelling.
2,009709.jpg,A tower crane is transferring material.
2,009709.jpg,A tower crane is erected.
2,009710.jpg,A backhoe loader is levelling.
2,009710.jpg,A backhoe loader is idling.
2,009711.jpg,A mobile crane is erected.
2,009711.jpg,A mobile crane is trnasfering material.
2,009712.jpg,A tower crane is transferring material.
2,009712.jpg,A tower crane is erected.
2,009713.jpg,A mobile crane is parked.
2,009713.jpg,A mobile crane is idling.
2,009714.jpg,An excavator is parked.
2,009714.jpg,An excavator is idling.
2,009715.jpg,A compactor is compacting a road.
2,009715.jpg,A compactor is compacting.
2,009716.jpg,An excavator is dumping soil in a dump truck.
2,009716.jpg,An excavator is loading soil on to a dump truck.
2,009717.jpg,An excavator is dumping soil in a dump truck.
2,009717.jpg,An excavator is loading sand on to a dump truck.
2,009718.jpg,An excavator is dumping soil in a dump truck.
2,009718.jpg,An excavator is loading rocks on a dump truck.
2,009719.jpg,A compactor is compacting a road.
2,009719.jpg,A compactor is compacting.
2,009720.jpg,An excavator is excavating soil.
2,009720.jpg,An excavator is hauling soil.
2,009721.jpg,An excavator is excavating soil.
2,009721.jpg,An excavator is digging.
2,009722.jpg,A wheel loader is loading rocks on a dump truck.
2,009722.jpg,A wheel loader is loading soil in a dump truck.
2,009723.jpg,A concrete mixer truck is riding.
2,009723.jpg,A concrete mixer truck is idling.
2,009724.jpg,A grader is grading a road.
2,009724.jpg,A grader is levelling.
2,009725.jpg,A wheel loader is loading soil in a dump truck.
2,009725.jpg,A wheel loader is loading gravel on a dump truck.
2,009726.jpg,A grader is flattening a road.
2,009726.jpg,A grader is levelling.
2,009727.jpg,A wheel loader is transferring stones.
2,009727.jpg,A wheel loader is lifting rocks.
2,009728.jpg,A dozer is pushing soil.
2,009728.jpg,A bull dozer is pushing soil.
2,009729.jpg,A dozer is grading a road.
2,009729.jpg,A bull dozer is pushing soil.
2,009730.jpg,A concrete mixer truck is riding.
2,009730.jpg,A concrete mixer truck is idling.
2,009731.jpg,An excavator is excavating soil.
2,009731.jpg,An excavator is digging.
2,009732.jpg,An excavator is lifting stones.
2,009732.jpg,An excavator is moving rocks.
2,009733.jpg,A mobile crane is transferring material.
2,009733.jpg,A mobile crane is lifting.
2,009735.jpg,A compactor is compacting a road.
2,009735.jpg,A compactor is riding.
2,009736.jpg,An excavator is excavating soil.
2,009736.jpg,An excavator is digging.
2,009737.jpg,A backhoe loader is hauling soil.
2,009737.jpg,A backhoe loader is transferring soil.
2,009738.jpg,A grader is grading a road.
2,009738.jpg,A grader is levelling.
2,009739.jpg,An excavator is dumping soil in a dump truck.
2,009739.jpg,An excavator is loading soil on to a dump truck.
2,009740.jpg,A wheel loader is riding.
2,009740.jpg,A wheel loader is loading soil in a dump truck.
2,009741.jpg,A backhoe loader is idling.
2,009741.jpg,A backhoe loader is parked.
2,009742.jpg,A wheel loader is transferring soil.
2,009742.jpg,A wheel loader is lifting gravel.
2,009743.jpg,A grader is grading a road.
2,009743.jpg,A grader is levelling.
2,009744.jpg,A dump truck is dumping sand.
2,009744.jpg,A grader is grading a road.
2,009745.jpg,A grader is flattening a road.
2,009745.jpg,A grader is levelling.
2,009747.jpg,A tower crane is transferring material.
2,009747.jpg,A tower crane is erected.
2,009748.jpg,A concrete mixer truck is parked.
2,009748.jpg,A concrete mixer truck is dumping concrete.
2,009749.jpg,A grader is grading a road.
2,009749.jpg,A grader is levelling the road.
2,009750.jpg,A backhoe loader is hauling soil.
2,009750.jpg,A backhoe loader is digging.
2,009751.jpg,A wheel loader is loading soil on to a dump truck.
2,009751.jpg,A wheel loader is dumping soil in a dump truck.
2,009752.jpg,A wheel loader is moving sand.
2,009752.jpg,A wheel loader is dumping soil.
2,009753.jpg,A backhoe loader is idling.
2,009753.jpg,A backhoe loader is parked.
2,009754.jpg,A bull dozer is riding.
2,009754.jpg,A dozer is grading a road.
2,009755.jpg,An excavator is excavating soil.
2,009755.jpg,An excavator is digging.
2,009756.jpg,A grader is grading a road.
2,009756.jpg,A grader is levelling.
2,009757.jpg,A tower crane is transferring material.
2,009757.jpg,A movile crane is lifting.
2,009758.jpg,A grader is grading a road.
2,009758.jpg,A grader is levelling the road.
2,009759.jpg,A wheel loader is riding.
2,009759.jpg,A wheel loader is grading a road.
2,009760.jpg,A compactor is compacting a road.
2,009760.jpg,A compactor is compacting the road.
2,009761.jpg,A compactor is compacting a road.
2,009761.jpg,A compactor is riding.
2,009762.jpg,A tower crane is transferring material.
2,009762.jpg,A tower crane is erected.
2,009763.jpg,A backhoe loader is grading a road.
2,009763.jpg,A backhoe loader is riding.
2,009764.jpg,An excavator is loading on to a dump truck.
2,009764.jpg,An excavator is dumping soil in a dump truck.
2,009766.jpg,A mobile crane is parked.
2,009766.jpg,A mobile crane is idling.
2,009767.jpg,A wheel loader is transferring stones.
2,009767.jpg,A wheel loader is hauling rocks.
2,009768.jpg,A mobile crane is riding.
2,009768.jpg,A mobile crane is riding into a  parking area.
2,009769.jpg,A mobile crane is parked.
2,009769.jpg,A mobile crane is idling. 
2,009770.jpg,A grader is levelling the road.
2,009770.jpg,A grader is grading a road. 
2,009771.jpg,An excavator is riding.
2,009771.jpg,An excavator is idling.
2,009772.jpg,An excavator is lifting soil. 
2,009772.jpg,An excavator is hauling soil.
2,009773.jpg,A backhoe loader is riding.
2,009773.jpg,A backhoe loader is idling. 
2,009774.jpg,A compactor is compacting.
2,009774.jpg,A compactor is compacting the ground.
2,009775.jpg,An excavator is moving rocks.
2,009775.jpg,An excavator is excavating rock. 
2,009776.jpg,A dump truck is idling as it is being loaded with sand. 
2,009776.jpg,A dump truck is parked.
2,009777.jpg,A tower crane is erected.
2,009777.jpg,A tower crane is lifting construction material. 
2,009778.jpg,A bull dozer is riding.
2,009778.jpg,A dozer is idling. 
2,009779.jpg,An excavator is lifting soil to be loaded into a dump truck.
2,009779.jpg,An excavator is digging.
2,009780.jpg,A grader is parking. 
2,009780.jpg,A grader is riding.
2,009781.jpg,A dozer is paving the ground.
2,009781.jpg,A bull dozer is pushing soil.
2,009782.jpg,An excavator is loading soil on a dump truck.
2,009782.jpg,An excavator is dumping soil into a dump truck.
2,009783.jpg,An excavator is loading soil on a dump truck.
2,009783.jpg,A wheel loader is loading soil into a dump truck. 
2,009784.jpg,A bull dozer is riding.
2,009784.jpg,A dozer is idling.
2,009785.jpg,A concrete mixer truck is riding.
2,009785.jpg,A concrete mixer truck is idling. 
2,009786.jpg,A concrete mixer truck is riding.
2,009786.jpg,A concrete mixer truck is idling. 
2,009787.jpg,A mobile crane is parking. 
2,009787.jpg,A mobile crane is parked.
2,009788.jpg,A wheel loader is riding.
2,009788.jpg,A wheel loader is parking. 
2,009789.jpg,A grader is grading a road. 
2,009789.jpg,A grader is levelling.
2,009790.jpg,A backhoe loader is riding. 
2,009790.jpg,A backhoe loader is riding.
2,009791.jpg,A compactor is riding.
2,009791.jpg,A compactor is idling. 
2,009792.jpg,A bull dozer is riding.
2,009792.jpg,Compactors are paving the ground. 
2,009793.jpg,A backhoe loader is riding. 
2,009793.jpg,A backhoe loader is riding.
2,009794.jpg,A backhoe loader is pushing soil.
2,009794.jpg,A backhoe loader is grading the ground.
2,009795.jpg,A grader is grading a road. 
2,009795.jpg,A grader is levelling the road.
2,009796.jpg,A dozer is paving the ground. 
2,009796.jpg,A bull dozer is pushing soil.
2,009797.jpg,A dozer is idling. 
2,009797.jpg,A bull dozer is levelling.
2,009798.jpg,A grader is grading the ground. 
2,009798.jpg,A grader is levelling the road.
2,009799.jpg,A grader is grading riding. 
2,009799.jpg,A grader is riding.
2,009800.jpg,A compactor is riding.
2,009800.jpg,A compactor is idling. 
2,009801.jpg,A compactor is compacting.
2,009801.jpg,A compactor is compacting a road. 
2,009802.jpg,A mobile crane is erected.
2,009802.jpg,A mobile crane is idling. 
2,009803.jpg,A wheel loader is riding.
2,009803.jpg,A wheel loader is idling.
2,009804.jpg,A mobile crane is riding.
2,009804.jpg,A tower crane is idling. 
2,009805.jpg,A mobile crane is lifting another mobile crane. 
2,009805.jpg,A mobile crane is parked.
2,009806.jpg,A wheel loader is loading soil to be dumped into a dump truck. 
2,009806.jpg,A wheel loader is hauling rocks.
2,009807.jpg,A compactor is riding on to a truck. 
2,009807.jpg,A compactor is getting on to a trailer.
2,009808.jpg,An excavator is digging soil to be loaded into dump truck. 
2,009808.jpg,An excavator is digging.
2,009809.jpg,A wheel loader is loading rocks to be dumped into a dump truck for transportion.
2,009809.jpg,A wheel loader is lifting rocks.
2,009810.jpg,An excavator is loading soil on a dump truck.
2,009810.jpg,An excavator is dumping soil into a dump truck. 
2,009811.jpg,A wheel loader is dumping soil into a dump truck. 
2,009811.jpg,A wheel loader is loading soil on a dump truck.
2,009812.jpg,A grader is parking. 
2,009812.jpg,A grader is riding.
2,009813.jpg,A grader is grading the ground. 
2,009813.jpg,A grader is riding.
2,009814.jpg,A grader is pushing snow.
2,009814.jpg,A grader is grading a road.
2,009815.jpg,A wheel loader is levelling.
2,009815.jpg,A wheel loader isgrading the ground.
2,009816.jpg,A grader is grading the ground.
2,009816.jpg,A grader is levelling.
2,009817.jpg,An excavator is digging.
2,009817.jpg,An excavator is dumping soil into a dump truck. 
2,009818.jpg,A tower crane is erected.
2,009818.jpg,A tower crane is transferring construction materials. 
2,009819.jpg,A wheel loader is loading soil.
2,009819.jpg,A wheel loader is unloading. 
2,009820.jpg,A bull dozer is riding.
2,009820.jpg,A dozer is idling. 
2,009821.jpg,A tower crane is lifting.
2,009821.jpg,A tower crane is idling.
2,009822.jpg,A concrete mixer truck is riding. 
2,009822.jpg,A concrete mixer truck is riding.
2,009823.jpg,A wheel loader is riding.
2,009823.jpg,A wheel loader is idling. 
2,009824.jpg,A mobile crane is parked.
2,009824.jpg,A mobile crane is idling.
2,009825.jpg,A backhoe loader is riding.
2,009825.jpg,A backhoe loader is idling. 
2,009826.jpg,A dump truck is idling. 
2,009826.jpg,A dump truck is parked.
2,009827.jpg,A compactor is compacting the road.
2,009827.jpg,A compactor is compacting a road. 
2,009828.jpg,A bull dozer is riding.
2,009828.jpg,A dozer is riding. 
2,009829.jpg,A mobile is riding.
2,009829.jpg,A mobile crane is parking. 
2,009830.jpg,A wheel loader is hauling sand.
2,009830.jpg,A dump truck is idling. 
2,009831.jpg,An excavator is lifting a huge rock.
2,009831.jpg,An excavator is moving rocks.
2,009832.jpg,A wheel loader is transferring huge rock.
2,009832.jpg,An wheel loader is loading a dump truck with soil and rocks.
2,009833.jpg,A concrete mixer truck is riding. 
2,009833.jpg,A concrete mixer truck is riding.
2,009834.jpg,An excavator is hauling soil.
2,009834.jpg,An excavator is dumping soil into a dump truck. 
2,009835.jpg,An excavator is loading soil on a dump truck.
2,009835.jpg,An excavator is lifting soil to be dumped into a dump truck. 
2,009836.jpg,A concrete mixer truck is riding.
2,009836.jpg,A concrete mixer truck is transferring.
2,009837.jpg,A mobile crane is erected.
2,009837.jpg,A mobile crane is idling. 
2,009838.jpg,A bull dozer is riding.
2,009838.jpg,A dozer is idling. 
2,009839.jpg,A wheel loader is idling/. 
2,009839.jpg,A compactor is compacting.
2,009840.jpg,A backhoe loader is riding.
2,009840.jpg,A backhoe loader is idling. 
2,009841.jpg,An excavator is moving debris.
2,009841.jpg,A mobile crane is idling. 
2,009842.jpg,A wheel loader is hauling rocks on a dump truck.
2,009842.jpg,A wheel loader is loading rock into a dump truck. 
2,009843.jpg,A concrete mixer truck is riding on a turck. 
2,009843.jpg,A concrete mixer truck is on a trailer.
2,009844.jpg,A concrete mixer truck is riding. 
2,009844.jpg,A concrete mixer truck is riding.
2,009845.jpg,A wheel loader is pushing soil on the ground. 
2,009845.jpg,A wheel loader is levelling.
2,009846.jpg,An excavator is parking. 
2,009846.jpg,An excavator is parked.
2,009847.jpg,A concrete mixer truck is parked.
2,009847.jpg,A concrete mixer truck is idling. 
2,009848.jpg,A concrete mixer truck is dumping concrete. 
2,009848.jpg,A concrete mixer truck is parked.
2,009849.jpg,A wheel loader is riding.
2,009849.jpg,A wheel loader is idling. 
2,009850.jpg,A grader is riding. 
2,009850.jpg,A grader is riding.
2,009851.jpg,A grader is idling. 
2,009851.jpg,A grader is riding.
2,009853.jpg,A wheel loader is loading sand into a dump truck. 
2,009853.jpg,A wheel loader is hauling gravel.
2,009854.jpg,A bull dozer is riding.
2,009854.jpg,A dozer is paving a road. 
2,009856.jpg,A dozer is idling.
2,009856.jpg,A bulldozer is riding.
2,009857.jpg,A dozer is pushing soil.
2,009857.jpg,A bull dozer is pushing soil.
2,009858.jpg,A mobile crane is riding.
2,009858.jpg,A mobile crane is riding away. 
2,009859.jpg,A backhoe is riding. 
2,009859.jpg,A backhoe loader is riding.
2,009860.jpg,A compactor is compacting a road.
2,009860.jpg,A compactor is compacting.
2,009861.jpg,A wheel loader is transferring soil. 
2,009861.jpg,A wheel loader is hauling gravel.
2,009862.jpg,A compactor is compacting the ground.
2,009862.jpg,A compactor is riding.
2,009863.jpg,A wheel loader is riding.
2,009863.jpg,A wheel loader is parking. 
2,009864.jpg,A backhoe loader is idling.
2,009864.jpg,A backhoe loader is digging.
2,009865.jpg,A backhoe loader is transferring soil. 
2,009865.jpg,A backhoe loader is digging.
2,009866.jpg,A dozer is pushing soil.
2,009866.jpg,A bull dozer is pushing soil.
2,009867.jpg,An excavator is digging.
2,009867.jpg,An excavator is dumping soil into a dump truck. 
2,009868.jpg,A grader and grading a road. 
2,009868.jpg,A grader is levelling the road.
2,009869.jpg,A mobile crane is lifting.
2,009869.jpg,A mobile crane is lifting a  construction brick. 
2,009870.jpg,A grader is grading a road.
2,009870.jpg,A grader is levelling the road.
2,009871.jpg,A dozer is riding.
2,009871.jpg,A backhoe loader is riding.
2,009872.jpg,An excavator is riding.
2,009872.jpg,An excavator is idling.
2,009873.jpg,A wheel loader is transferring rock.
2,009873.jpg,A wheel loader is hauling rocks.
2,009874.jpg,A backhoe loader is pushing soil on the ground. 
2,009874.jpg,A backhoe loader is lifting soil.
2,009875.jpg,A bull dozer is loosening.
2,009875.jpg,A dozer is grading the ground. 
2,009876.jpg,A wheel loader is riding. 
2,009876.jpg,A backhoe loader is riding.
2,009877.jpg,A wheel loader is loading gravel read to dump it into a dump truck. 
2,009877.jpg,A wheel  loader is hauling rocks.
2,009878.jpg,An excavator is dumping soil into a dump truck.
2,009878.jpg,An excavator is loading soil on to a dump truck.
2,009879.jpg,A truck is riding.
2,009879.jpg,A truck is riding. 
2,009880.jpg,A mobile crane is parking. 
2,009880.jpg,A mobile crane is parked.
2,009881.jpg,A concrete mixer truck is riding. 
2,009881.jpg,A concrete mixer truck is riding.
2,009882.jpg,A compactor is compacting.
2,009882.jpg,A compactor is compacting a road. 
2,009883.jpg,A grader is grading a road. 
2,009883.jpg,A grader is levelling.
2,009884.jpg,An excavator is loading soil on a dump truck.
2,009884.jpg,An excavator is dumping soil into a dump truck. 
2,009885.jpg,scrapers and dozers are working on a construction site.
2,009885.jpg,A dozer is riding. 
2,009886.jpg,A grader is grading the road. 
2,009886.jpg,A grader is levelling.
2,009887.jpg,A backhoe loader is dumping soil. 
2,009887.jpg,A backhoe loader is digging.
2,009888.jpg,A compactor is parked.
2,009888.jpg,A compactor is idling. 
2,009889.jpg,A grader is grading a road.
2,009889.jpg,A grader is levelling the road.
2,009890.jpg,A backhoe is idling. 
2,009890.jpg,A backhoe loader is parked.
2,009891.jpg,An excavator is hauling sand.
2,009891.jpg,A excavator is lifting soil ready to dump it into a dump truck.
2,009892.jpg,A wheel loader is  loading soil on a dump truck.
2,009892.jpg,A wheel loader is loading soil into a dump truck. 
2,009893.jpg,A compactor is compacting.
2,009893.jpg,A compactor is compacting a road. 
2,009894.jpg,A backhoe loader is riding.
2,009894.jpg,A wheel load is idling. 
2,009895.jpg,A  backhoe loader is idling. 
2,009895.jpg,A backhoe loader is parked.
2,009896.jpg,A concrete mixer truck is riding.
2,009896.jpg,A concrete mixer truck is riding
2,009897.jpg,An excavator is dinging the ground. 
2,009897.jpg,An excavator is digging.
2,009898.jpg,A wheel loader is riding.
2,009898.jpg,Wheel loaders are idling.
2,009899.jpg,A wheel loader is riding.
2,009899.jpg,A  wheel loader is riding.
2,009900.jpg,A wheel loader is hauling soil.
2,009900.jpg,A wheel loader is transferring rocks.
2,009901.jpg,A concrete mixer truck is riding. 
2,009901.jpg,A concrete mixer truck is riding.
2,009902.jpg,A backhoe loader is loading soil into a dump truck. 
2,009902.jpg,A backhoe loader is loading soil on a dump truck.
2,009903.jpg,A mobile crane is lifting.
2,009903.jpg,A mobile crane is idling.
2,009904.jpg,A grader is grading a road.
2,009904.jpg,A grader is levelling the road.
2,009905.jpg,An excavator is loading rocks on a dump truck.
2,009905.jpg,An excavator is dumping small rocks into a dump truck. 
2,009906.jpg,A dump truck is dumping gravel.
2,009906.jpg,A dump truck is dumping soil. 
2,009907.jpg,An excavator is riding.
2,009907.jpg,An excavator is isling. 
2,009908.jpg,A wheel loader is loading soil on dump truck.
2,009908.jpg,A wheel loader is loading soil into a dump truck. 
2,009909.jpg,A backhoe loader is digging.
2,009909.jpg,A backhoe loader is hauling the ground. 
2,009910.jpg,An excavator is loading soil on a dump truck.
2,009910.jpg,An excavator is dumping soil into a dump truck. 
2,009911.jpg,A wheel loader is hauling gravel.
2,009911.jpg,A wheel loader is loading soil for transportation.
2,009912.jpg,A grader is idling.
2,009912.jpg,A grader is levelling.
2,009913.jpg,An excavator is loading soil on a dump truck.
2,009913.jpg,An excavator is dumping soil into a dump truck. 
2,009914.jpg,An excavator is digging soil to load into a waiting dump truck.
2,009914.jpg,An excavator is digging.
2,009915.jpg,A dump truck is  idling.
2,009915.jpg,A dump truck is parked.
2,009916.jpg,A wheel loader is hauling soil.
2,009916.jpg,A wheel loader is transferring soil.
2,009917.jpg,A mobile crane is lifting.
2,009917.jpg,A mobile crane is idoling.
2,009918.jpg,A mobile crane is parked.
2,009918.jpg,A mobile crane is idling.
2,009919.jpg,A wheel loader is dumpng soil into a dump truck. 
2,009919.jpg,A wheel loader is loading soil on a dump truck.
2,009920.jpg,A compactor is compacting.
2,009920.jpg,A compactor is compacting the ground. 
2,009921.jpg,A grader is grading a road. 
2,009921.jpg,A grader is levelling the road.
2,009922.jpg,A dozer is paving a road.
2,009922.jpg,A bulldozer is pushing soil.
2,009923.jpg,A mobile crane is parked.
2,009923.jpg,A mobile crane is idling. 
2,009924.jpg,An excavator is digging. 
2,009924.jpg,An excavator is digging.
2,009925.jpg,A dozer is paving the ground. 
2,009925.jpg,A bull dozer is pushing soil.
2,009926.jpg,A mobile crane is lifting.
2,009926.jpg,A mobile crane is lifting another mobile crane.
2,009927.jpg,A mobile crane is riding.
2,009927.jpg,A mobile crane idling.
2,009928.jpg, A mobile crane idling. 
2,009928.jpg,A mobile crane is lifting.
2,009929.jpg,A dump truck is riding.
2,009929.jpg,A dump truck is riding. 
2,009930.jpg,A compactor is riding.
2,009930.jpg,A compactor is parking.
2,009931.jpg,An excavator is lifting soil ready to dump into a dump truck. 
2,009931.jpg,An excavator is hauling soil.
2,009932.jpg,A wheel  loader is loading soil on a dump truck.
2,009932.jpg,A wheel loader is loading soil into a dump truck. 
2,009933.jpg,A grader is pushing snow.
2,009933.jpg,A grader is grading a road. 
2,009934.jpg,A backhoe loading is idling. 
2,009934.jpg,A backhoe loader is parked.
2,009935.jpg,A backhoe loader is idling. 
2,009935.jpg,A backhoe loader is digging.
2,009936.jpg,An excavator is digging soil to load into a dump truck. 
2,009936.jpg,An excavator is digging.
2,009937.jpg,A wheel loader is riding. 
2,009937.jpg,A wheel loader is riding.
2,009938.jpg,A mobile crane is parked.
2,009938.jpg,A mobile crane is idling. 
2,009939.jpg,A wheel loader is grading the ground. 
2,009939.jpg,A wheel loader is pushing soil.
2,009940.jpg,A mobile crane is lifting a truck from the side of a road. 
2,009940.jpg,A mobile crane is lifting.
2,009941.jpg,An excavator is idling. 
2,009941.jpg,An excavator is parked.
2,009942.jpg,A compactor is compacting.
2,009942.jpg,A compactor is compacting the ground. 
2,009943.jpg,An excavator is loading soil on a dump truck.
2,009943.jpg,An excavator is dumping soil into a dump truck. 
2,009944.jpg,A bull dozer is loosening.
2,009944.jpg,A dozer is paving the ground.
2,009945.jpg,A mobile crane is lifting construction material. 
2,009945.jpg,A mobile crane is lifting.
2,009946.jpg,A wheel loader is riding.
2,009946.jpg,A wheel loader is idling. 
2,009947.jpg,A grader is grading the land. 
2,009947.jpg,A grader is levelling the road.
2,009948.jpg,A wheel loader is hauling soil.
2,009948.jpg,A wheel loader is idling. 
2,009949.jpg,An excavator is digging soil to be loaded into a dump truck. 
2,009949.jpg,An excavator is digging.
2,009950.jpg,A dozer is paving a road. 
2,009950.jpg,A bulldozer is pushing soil.
2,009951.jpg,A compactor is compacting.
2,009951.jpg,A compactor is compacting a road. 
2,009952.jpg,A dozer is paving  ground. 
2,009952.jpg,A bull dozer is pushing soil.
2,009953.jpg,An excavator is digging. 
2,009953.jpg,An excavator is digging.
2,009954.jpg,An excavator is iddling.
2,009954.jpg,An excavator is digging.
2,009955.jpg,An excavator is parked.
2,009955.jpg,An excavator is parking.
2,009956.jpg,A grader is levelling the road.
2,009956.jpg,A grader is grading a road.  
2,009957.jpg,An excavator is idling. 
2,009957.jpg,An excavator is digging.
2,009958.jpg,A mobile crane is erected.
2,009958.jpg,A mobile crane is idling. 
2,009959.jpg,A tower crane is idling. 
2,009959.jpg,A mobile crane is erected.
2,009960.jpg,An excavator is lifting soil to load into a dump truck. 
2,009960.jpg,An excavator is digging.
2,009961.jpg,An excavator is lifting soil to load  into a dump truck. 
2,009961.jpg,An excavator is lifting soil.
2,009962.jpg,A dump truck is dumping.
2,009962.jpg,A dump truck is dumping soil. 
2,009963.jpg,A concrete mixer truck is riding.
2,009963.jpg, A concrete mixer truck is riding.
2,009964.jpg,A grader is grading a road. 
2,009964.jpg,A grader is levelling.
2,009965.jpg,A  concrete mixer truck is riding.
2,009965.jpg,A concrete mixer truck is riding.
2,009966.jpg,A mobile crane is lifting.
2,009966.jpg,A mobile crane is idling. 
2,009967.jpg,A wheel loader is idling.
2,009967.jpg,A wheel loader with a fork attachment is lifting a slab.
2,009968.jpg,A grader is grading a road.
2,009968.jpg,A grader is levelling the road.
2,009969.jpg,An excavator is digging soil to be loaded into a dump truck. 
2,009969.jpg,An excavator is digging.
2,009970.jpg,A grader is levelling the road.
2,009970.jpg,A grader is grading the round. 
2,009971.jpg,A compactor is compacting.
2,009971.jpg,A compactor is compacting the ground. 
2,009972.jpg,A grader is idling. 
2,009972.jpg,A grader is riding.
2,009973.jpg,A grader is grading a road. 
2,009973.jpg,A grader is levelling.
2,009974.jpg,A grader is grading a road.
2,009974.jpg,A grader is levelling the road.
2,009975.jpg,A grader is grading a road.
2,009975.jpg,A grader is levelling the road.
2,009976.jpg,An excavator is loading soil on a dump truck.
2,009976.jpg,An excavator is dumping soil into a dump truck. 
2,009977.jpg,A backhoe loader is idling.
2,009977.jpg,A backhoe loader is digging.
2,009978.jpg,A concrete mixer truck is riding. 
2,009978.jpg,A concrete mixer truck is riding.
2,009979.jpg,A dozer is paving the ground. 
2,009979.jpg,A bull dozer is pushing soil.
2,009980.jpg,A concrete mixer truck is riding. 
2,009980.jpg,A concrete mixer truck is riding.
2,009981.jpg,A wheel loader is digging the ground.
2,009981.jpg,A backhoe loader is digging.
2,009982.jpg,A concrete mixer truck is riding.
2,009982.jpg,A concrete mixer truck is tilting.
2,009983.jpg,A wheel loader is hauling sand.
2,009983.jpg,A wheel loader is loading soil for transportation.
2,009984.jpg,A grader is grading a road. 
2,009984.jpg,A grader is levelling the road.
2,009985.jpg,A compactor is compacting the road.
2,009985.jpg,A compactor is compacting  a road.
2,009986.jpg,A compactor is compacting the road.
2,009986.jpg,A compactor is compacting a road. 
2,009987.jpg,A dump truck is transferring soil. 
2,009987.jpg,A dump truck is riding.
2,009988.jpg,A dump truck is dumping sand.
2,009988.jpg,A dump truck is dumping soil. 
2,009989.jpg,A wheel loader is parked.
2,009989.jpg,A wheel loader is idling. 
2,009990.jpg,A wheel loader is riding. 
